Name,Platform,Year,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,91,56,7.6,203
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,82,36,8.7,142
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,,,,
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,64,23,7.7,32
Luigi's Mansion,GC,2001,Action,Nintendo,78,34,8.5,161
Battlefield 4,PS4,2013,Shooter,Electronic Arts,85,18,6.9,1580
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,84,30,9,268
Just Dance 2014,Wii,2013,Misc,Ubisoft,,,6.2,10
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,70,39,8,9
WWF SmackDown!,PS,2000,Fighting,THQ,,,,
Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,,,,
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,78,49,7.8,112
The Getaway,PS2,2002,Action,Sony Computer Entertainment,72,49,6.8,88
Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,,,,
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,72,27,7.9,48
LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,,,,
Rugrats in Paris: The Movie,PS,2000,Action,THQ,,,,
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,88,66,7.5,155
Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,,,,
Left 4 Dead,X360,2008,Shooter,Electronic Arts,89,67,7.9,1309
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,,,,
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,72,59,4.1,1005
Kung Fu,NES,1985,Action,Nintendo,,,,
Resident Evil 5,X360,2009,Action,Capcom,83,91,7.5,523
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,89,81,8.3,693
FIFA Soccer 2004,PS2,N/A,Sports,Electronic Arts,84,20,6.4,76
Battlefield 4,PS3,2013,Shooter,Electronic Arts,80,14,5.8,579
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,92,78,8.7,1080
Battlefield 4,X360,2013,Shooter,Electronic Arts,79,21,5.6,542
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,88,75,8.6,869
Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,,,,
Guitar Hero: On Tour,DS,2008,Misc,Activision,71,70,8.8,29
Clubhouse Games,DS,2006,Misc,Nintendo,83,30,8.4,28
Monster Hunter 4,3DS,2013,Role-Playing,Capcom,,,,
Borderlands,X360,2009,Shooter,Take-Two Interactive,84,83,8.2,715
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,79,23,8.3,126
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,,,,
Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,70,15,8,67
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,93,86,8.2,3943
Spider-Man 2,PS2,2004,Action,Activision,80,50,8.9,106
F-1 Race,GB,1990,Racing,Nintendo,,,,
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,88,15,6.7,35
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,91,86,8.4,657
Crash Bash,PS,2000,Misc,Sony Computer Entertainment,68,12,8.2,99
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,76,86,6.8,1319
LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,76,49,7.9,75
Destiny,XOne,2014,Shooter,Activision,75,11,5.5,1735
WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,,,,
The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,,,,
Far Cry 3,PS3,2012,Shooter,Ubisoft,90,32,8.5,1041
Rugrats: Search For Reptar,PS,1998,Adventure,THQ,,,,
English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,,,,
James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,77,20,8.5,66
Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,,,,
Monster Hunter X,3DS,2015,Action,Capcom,,,,
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,60,34,7.2,82
The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,87,75,7.8,228
Max Payne,PS2,2001,Shooter,Take-Two Interactive,80,21,8.5,86
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,86,35,7.9,701
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,85,31,8.7,105
Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,,,,
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,82,74,7.5,563
True Crime: Streets of LA,PS2,2003,Action,Activision,77,39,8,94
Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,86,62,9.2,111
Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,,,,
FIFA 16,XOne,2015,Sports,Electronic Arts,84,45,4.4,459
Wii Music,Wii,2008,Misc,Nintendo,63,43,4.6,116
Tekken,PS,1995,Fighting,Sony Computer Entertainment,,,,
Madden NFL 16,PS4,2015,Sports,Electronic Arts,83,37,5.9,180
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,81,81,7.7,758
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,85,69,7.2,1267
007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,,,,
Super Mario Maker,WiiU,2015,Platform,Nintendo,88,85,8.7,691
WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,,,,
Baseball,NES,1983,Sports,Nintendo,,,,
Killer Instinct,SNES,1995,Fighting,Nintendo,,,,
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,,,,
God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,91,79,8.6,565
Enter the Matrix,PS2,2003,Action,Atari,62,30,8.1,137
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,83,67,8,463
Dance Central,X360,2010,Misc,MTV Games,82,63,7.6,85
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,89,78,7.7,1010
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,89,22,9.1,95
Animal Crossing,GC,2001,Simulation,Nintendo,87,42,8.9,137
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,83,12,6.5,36
Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,,,8,37
Spider-Man,PS,2000,Action,Activision,87,19,9,107
Mario Party 9,Wii,2012,Misc,Nintendo,73,45,6.8,155
Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,88,13,,
Star Wars Episode I Racer,N64,1999,Racing,Nintendo,,,,
Sonic Rush,DS,2005,Platform,Sega,82,43,8.5,101
Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,,,,
Rhythm Heaven,DS,2008,Misc,Nintendo,83,48,9,63
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,82,57,7.8,492
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,81,12,7.8,10
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,93,45,8,604
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,91,81,8.9,1057
Resident Evil 6,PS3,2012,Shooter,Capcom,74,34,5.4,1304
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,96,98,8.9,3143
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,67,28,7.9,71
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,94,23,7.9,46
World Class Track Meet,NES,1986,Sports,Namco Bandai Games,,,,
Donkey Kong,GB,1994,Platform,Nintendo,,,,
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,75,18,7.8,22
LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment,74,17,7.9,22
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,66,60,6.9,106
The Sims 4,PC,2014,Simulation,Electronic Arts,70,74,3.9,2057
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,89,59,8.2,892
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,72,16,8,16
Kung Fu Panda,X360,2008,Action,Activision,75,42,7.4,32
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,93,74,5.8,3725
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,87,107,7.7,2759
Rayman,PS,1995,Platform,Ubisoft,,,,
Saints Row 2,X360,2008,Action,THQ,81,75,8.1,307
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,93,46,8.5,121
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,,,,
WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,,,,
FIFA 14,PS4,2013,Sports,Electronic Arts,87,26,6.3,616
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,91,94,8.1,1505
Far Cry 3,X360,2012,Shooter,Ubisoft,91,39,8.6,1247
Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,73,78,7,131
NBA 2K13,X360,2012,Sports,Take-Two Interactive,88,41,7.2,131
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,73,24,9.2,173
wwe Smackdown vs. Raw 2006,PS2,N/A,Fighting,N/A,,,,
Star Fox,SNES,1993,Shooter,Nintendo,,,,
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,82,23,6.6,20
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,93,24,9.1,65
Devil May Cry,PS2,2001,Action,Capcom,94,37,8.5,466
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,85,73,5.9,2748
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,84,85,8.1,1886
Sonic Heroes,PS2,2003,Platform,Sega,64,29,7.8,94
Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,85,19,7.8,78
Titanfall,XOne,2014,Shooter,Electronic Arts,86,68,6.4,2658
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,88,59,8.5,572
Wave Race 64,N64,1996,Racing,Nintendo,,,,
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,87,42,9,93
WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,,,,
Pac-Man Collection,GBA,2001,Puzzle,Atari,79,13,7.8,4
Street Fighter IV,X360,2009,Fighting,Capcom,93,77,7.3,292
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,85,98,8.3,1172
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,76,40,8.8,76
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,78,7,4.3,700
FIFA 15,X360,2014,Sports,Electronic Arts,,,4.2,85
Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,,,,
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,91,74,8.7,1692
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,73,21,8.6,30
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,93,28,9,45
Sega Superstars Tennis,X360,2008,Sports,Sega,67,45,6.8,18
Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,85,30,8.9,16
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,61,37,5.3,23
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,76,49,7.7,69
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,83,61,7.4,179
Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,,,,
Imagine: Babyz,DS,2007,Simulation,Ubisoft,,,7.7,15
Colin McRae Rally,PS,1998,Racing,Codemasters,,,,
Madden NFL 13,X360,2012,Sports,Electronic Arts,81,36,5.8,179
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,87,34,8.7,111
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,83,29,7.8,1530
Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,,,,
F-Zero,SNES,1990,Racing,Nintendo,,,,
Yoshi's Story,N64,1997,Platform,Nintendo,,,,
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,84,60,8.4,494
Madden NFL 10,X360,2009,Sports,Electronic Arts,85,58,6.1,90
WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,,,,
BioShock,X360,2007,Shooter,Take-Two Interactive,96,88,8.9,2249
Metroid Prime,GC,2002,Shooter,Nintendo,97,70,9.3,747
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,90,59,8.2,791
Finding Nemo,GBA,2003,Action,THQ,,,7,8
Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,,,tbd,
Myst,PC,1994,Adventure,Red Orb,,,,
Medal of Honor,PS3,2010,Shooter,Electronic Arts,75,56,7.5,286
Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,,,,
Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,,,7.6,7
WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,,,,
Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,,,,
A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,,,,
WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,,,,
inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,80,90,7.9,2944
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,,,,
Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,,,,
Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,,,,
NBA Street,PS2,2001,Sports,Electronic Arts,89,22,8.6,39
Jak II,PS2,2003,Platform,Sony Computer Entertainment,87,47,8.2,241
Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,,,,
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,89,59,7.2,301
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,81,11,5.6,31
Battlefield 3,PC,2011,Shooter,Electronic Arts,89,61,7.5,4926
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,83,81,7.7,836
The Sims,PS2,2003,Simulation,Electronic Arts,83,33,7.7,46
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,84,85,7.9,942
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,73,74,6.7,389
Minecraft,XOne,2014,Misc,Microsoft Game Studios,,,,
Yoshi's Island DS,DS,2006,Platform,Nintendo,81,42,7.4,67
Saints Row: The Third,X360,2011,Action,THQ,84,70,7.6,490
Missile Command,2600,1980,Shooter,Atari,,,,
Mario Paint,SNES,1992,Misc,Nintendo,,,,
Tekken 6,PS3,2009,Fighting,Namco Bandai Games,79,63,7.4,211
Pokémon Stadium 2,N64,2000,Strategy,Nintendo,,,,
Metroid,NES,1986,Action,Nintendo,,,,
Sonic and the Secret Rings,Wii,2007,Platform,Sega,69,44,6.6,174
FIFA 16,PS3,2015,Sports,Electronic Arts,,,3.2,58
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,95,30,9.1,314
Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,86,23,8.2,56
Mario Party,N64,1998,Misc,Nintendo,,,,
L.A. Noire,X360,2011,Adventure,Take-Two Interactive,89,83,7.8,893
Call of Duty 3,X360,2006,Shooter,Activision,82,71,6.5,233
Madden NFL 12,X360,2011,Sports,Electronic Arts,78,55,5.9,94
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,84,32,9,41
Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,73,88,6.8,2102
Madden NFL 11,X360,2010,Sports,Electronic Arts,84,47,5.7,120
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,93,52,9.1,271
Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5,,,,
Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,,,,
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,79,51,7.7,18
Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,83,58,8.7,52
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,77,39,8.2,69
Medal of Honor,PS,1998,Shooter,Electronic Arts,92,17,8.6,80
Fable,XB,2004,Role-Playing,Microsoft Game Studios,85,87,8.5,268
Guitar Hero: World Tour,X360,2008,Misc,Activision,85,67,6.3,171
FIFA 17,XOne,2016,Sports,Electronic Arts,84,50,5.5,201
Hannah Montana,DS,2006,Action,Disney Interactive Studios,,,6.7,10
Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,89,24,7.7,102
Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,,,,
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,84,55,6.9,113
Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,,,,
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,71,24,7.9,47
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,79,53,6.6,707
Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,78,18,7.8,21
Skate 3,X360,2010,Sports,Electronic Arts,80,65,8,127
ESPN NFL 2K5,PS2,2004,Sports,Sega,90,37,8.2,84
Halo Wars,X360,2009,Strategy,Microsoft Game Studios,82,92,7.2,454
NBA 2K12,X360,2011,Sports,Take-Two Interactive,90,42,7.7,134
Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,,,,
FIFA Soccer 10,X360,2009,Sports,Electronic Arts,90,63,7.5,133
Medal of Honor,X360,2010,Shooter,Electronic Arts,74,71,6.7,288
Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,71,16,7.6,49
Streets of Rage,GEN,1990,Action,Sega,,,,
God of War Collection,PS3,2009,Action,Sony Computer Entertainment,91,50,8.7,529
NBA Live 2005,PS2,2004,Sports,Electronic Arts,84,21,8.1,44
Mario Strikers Charged,Wii,2007,Sports,Nintendo,79,47,8,124
FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,87,42,7.5,108
Style Savvy,DS,2008,Simulation,Nintendo,73,4,7.7,7
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,80,27,8.6,57
LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,80,24,7.4,114
Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,,,,
Madden NFL 08,PS2,2007,Sports,Electronic Arts,78,11,7.8,17
Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,72,38,8.7,83
Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,,,,
Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,,,,
Sonic Adventure 2 Battle,GC,2001,Platform,Sega,73,28,8.3,179
Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation,,,,
Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,,,,
Madden NFL 13,PS3,2012,Sports,Electronic Arts,83,22,5.5,101
Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,86,68,7.9,725
Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,73,37,8,89
LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,87,68,7.8,98
Madden NFL 09,X360,2008,Sports,Electronic Arts,83,50,7,125
Space Invaders,2600,N/A,Shooter,Atari,,,,
Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,80,15,7.9,46
Art Academy,DS,2010,Misc,Nintendo,75,15,8,5
NBA 2K14,X360,2013,Sports,Take-Two Interactive,87,23,4.9,150
Perfect Dark,N64,2000,Action,Nintendo,,,,
Skylanders Giants,Wii,2012,Action,Activision,78,8,7,20
Dragon Warrior,NES,1986,Role-Playing,Capcom,,,,
Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,50,23,5.4,16
PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,,,,
Mario Party 2,N64,1999,Misc,Nintendo,,,,
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,82,68,7.5,120
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,,,,
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,79,31,8.8,96
Game Party,Wii,2007,Misc,Midway Games,25,8,4.3,26
Bloodborne,PS4,2015,Action,Sony Computer Entertainment,92,100,8.6,6383
Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,,,,
Mario Party 4,GC,2002,Misc,Nintendo,70,26,7.4,74
Pure,X360,2008,Racing,Disney Interactive Studios,85,55,7.7,83
Rock Band,X360,N/A,Misc,Electronic Arts,92,72,8.2,178
NBA 2K13,PS3,2012,Sports,Take-Two Interactive,90,26,8,99
Saints Row: The Third,PS3,2011,Action,THQ,82,50,7.7,384
Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,87,79,6.1,1889
NBA 2K15,PS4,2014,Sports,Take-Two Interactive,83,50,7,291
Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,,,,
Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,83,12,8.2,190
Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,82,50,8.2,100
Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,,,,
The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,81,26,8.4,42
Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,83,12,,
LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,79,13,8,34
Need for Speed (2015),PS4,2015,Racing,Electronic Arts,,,,
Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision,78,17,3.1,290
Madden NFL 16,XOne,2015,Sports,Electronic Arts,84,23,6.1,124
Ice Hockey,NES,1988,Sports,Nintendo,,,,
Sonic Adventure,DC,1998,Platform,Sega,,,,
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,82,66,7.8,176
uDraw Studio,Wii,2010,Misc,THQ,71,9,tbd,
Tomb Raider (2013),PS3,2013,Action,Square Enix,,,,
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,73,14,7.9,39
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,66,28,8.2,92
pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,77,40,6.8,85
ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,82,16,8.4,53
Dino Crisis,PS,1998,Action,Capcom,,,,
Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,62,11,6.2,34
Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,82,73,8.1,487
Tetris Plus,PS,1996,Puzzle,JVC,,,,
Pro Wrestling,NES,1987,Fighting,Nintendo,,,,
Theme Hospital,PC,1997,Strategy,Electronic Arts,,,9,90
Frogger's Adventures: Temple of the Frog,GBA,N/A,Adventure,Konami Digital Entertainment,73,4,tbd,
Monopoly,PC,1994,Misc,Hasbro Interactive,,,,
,GEN,1993,,Acclaim Entertainment,,,,
Guitar Hero,PS2,2005,Misc,RedOctane,91,65,8.7,173
Madden NFL 11,PS3,2010,Sports,Electronic Arts,83,36,6.1,68
WCW/nWo Revenge,N64,1998,Fighting,THQ,,,,
Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,,,,
Dead Island,X360,2011,Action,Deep Silver,71,75,6.9,627
Half-Life 2,PC,2004,Shooter,Vivendi Games,96,81,9.1,8665
The Incredibles,PS2,2004,Action,THQ,62,36,7.6,22
Madden NFL 08,X360,2007,Sports,Electronic Arts,85,46,6.4,108
Tony Hawk's Underground 2,PS2,2004,Sports,Activision,83,59,8.8,55
Zumba Fitness,X360,2010,Sports,505 Games,42,10,5.5,16
Madden NFL 10,PS3,2009,Sports,Electronic Arts,85,41,6.8,58
Kirby's Dream Land 2,GB,1995,Platform,Nintendo,,,,
Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,81,66,8.5,142
Donkey Kong Land II,GB,1996,Platform,Nintendo,,,,
Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive,,,,
Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,73,33,2.9,67
WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,71,11,7.2,31
The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,89,82,9,478
LEGO Indiana Jones: The Original Adventures,Wii,N/A,Action,LucasArts,78,22,6.6,28
Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,84,21,8.4,189
NBA 2K16,XOne,2015,Sports,Take-Two Interactive,86,14,6.2,115
Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,66,46,6.5,39
My Fitness Coach,Wii,2008,Sports,Ubisoft,,,8.6,16
Mario Tennis,N64,2000,Sports,Nintendo,,,,
Grand Theft Auto,PS,1997,Action,Take-Two Interactive,,,,
James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,84,42,9.1,51
Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,86,14,8.5,28
Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,,,
Guild Wars 2,PC,2012,Action,NCSoft,90,69,7.9,2954
